"importo","riduzione","cap","nabb0512","nvisit13","nvisite0512","eta13","churn"
30,"OFFERTA SU QUANTITATIVO 30€","10023",2,6,12,47,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10023",0,2,0,40,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10023",1,0,7,10,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10023",0,2,0,64,"0"
44,"ABBONAMENTI MUSEI TORINO","10020",1,10,11,63,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10100",2,12,49,67,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10100",2,11,18,73,"0"
44,"ABBONAMENTI MUSEI TORINO","10060",0,11,0,52,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","10153",3,4,17,38,"0"
44,"ABBONAMENTI MUSEI TORINO","10138",1,7,12,59,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10099",2,13,27,26,"0"
44,"ABBONAMENTI MUSEI TORINO","10078",5,4,40,33,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10034",5,7,20,15,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10092",0,0,0,76,"1"
44,"ABBONAMENTI MUSEI TORINO","10034",5,8,29,47,"0"
44,"ABBONAMENTI MUSEI TORINO","10149",0,0,0,41,"1"
28,"OFFERTA CONVENZIONE 28€","10042",3,2,5,19,"0"
44,"ABBONAMENTI MUSEI TORINO","10024",0,8,0,48,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10149",7,3,15,29,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","10125",0,2,0,24,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10034",5,6,19,19,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10034",5,1,17,39,"1"
49,"ABBONAMENTI MUSEI TORINO","10024",0,3,0,31,"1"
49,"ABBONAMENTI MUSEI TORINO","10146",0,7,0,31,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10093",2,4,8,58,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10040",1,4,6,57,"0"
44,"ABBONAMENTI MUSEI TORINO","10146",8,5,54,57,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10126",3,24,81,71,"0"
44,"ABBONAMENTI MUSEI TORINO","10025",1,3,2,46,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10134",0,2,0,33,"0"
44,"ABBONAMENTI MUSEI TORINO","10099",8,11,50,49,"1"
49,"ABBONAMENTI MUSEI TORINO","10034",0,7,0,53,"0"
44,"ABBONAMENTI MUSEI TORINO","10099",0,4,0,53,"0"
44,"ABBONAMENTI MUSEI TORINO","10040",4,0,11,51,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10143",1,7,5,20,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10152",0,0,0,74,"1"
49,"ABBONAMENTI MUSEI TORINO","10144",4,0,14,50,"1"
44,"ABBONAMENTI MUSEI TORINO","10090",1,1,3,45,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10092",4,5,42,39,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10127",2,0,7,72,"1"
49,"ABBONAMENTI MUSEI TORINO","10121",0,4,0,58,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10090",0,8,0,21,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10126",6,4,30,69,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10126",6,2,17,48,"0"
44,"ABBONAMENTI MUSEI TORINO","10151",3,3,6,38,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10122",0,3,0,28,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","10144",1,5,4,23,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10098",2,10,12,69,"0"
0,"ABBONAMENTO MUSEI OMAGGIO","12037",1,0,1,49,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10123",1,1,8,84,"1"
44,"ABBONAMENTI MUSEI TORINO","10122",1,5,11,49,"0"
44,"ABBONAMENTI MUSEI TORINO","10121",5,5,10,57,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10121",8,15,62,25,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10122",5,1,17,66,"0"
44,"ABBONAMENTI MUSEI TORINO","10045",0,7,0,44,"0"
28,"ABBONAMENTO MUSEI su carte EDISU","85042",0,18,0,20,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10152",3,1,4,65,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10075",1,0,6,57,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",7,7,105,46,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10040",0,2,0,68,"1"
49,"ABBONAMENTI MUSEI TORINO","10019",0,8,0,61,"0"
49,"ABBONAMENTI MUSEI TORINO","10024",1,0,0,65,"1"
44,"ABBONAMENTI MUSEI TORINO","10126",1,2,6,35,"1"
44,"ABBONAMENTI MUSEI TORINO","10046",2,6,21,62,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10126",3,9,18,75,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10060",6,3,60,67,"0"
49,"ABBONAMENTI MUSEI TORINO","10126",0,2,0,45,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10126",0,3,0,14,"1"
44,"ABBONAMENTI MUSEI TORINO","10048",6,0,70,30,"0"
44,"ABBONAMENTI MUSEI TORINO","14010",0,11,0,57,"0"
0,"ABBONAMENTO MUSEI BUONO","10099",2,8,22,59,"0"
49,"ABBONAMENTI MUSEI TORINO","10040",0,3,0,48,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10064",4,8,34,72,"0"
28,"OFFERTA CONVENZIONE 28€","10139",1,0,2,16,"0"
44,"ABBONAMENTI MUSEI TORINO","10146",7,13,60,48,"0"
44,"ABBONAMENTI MUSEI TORINO","10024",6,4,30,33,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10141",0,16,0,70,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10125",3,4,22,67,"1"
44,"ABBONAMENTI MUSEI TORINO","10124",1,12,12,113,"1"
49,"ABBONAMENTI MUSEI TORINO","10024",0,3,0,47,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10145",1,5,0,22,"1"
44,"ABBONAMENTI MUSEI TORINO","10135",4,4,7,53,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10098",0,23,0,24,"0"
44,"ABBONAMENTI MUSEI TORINO","10122",4,2,7,29,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10090",5,3,24,33,"0"
44,"ABBONAMENTI MUSEI TORINO","10153",8,3,49,32,"0"
44,"ABBONAMENTI MUSEI TORINO","10136",3,3,17,45,"1"
44,"OFFERTA SU QUANTITATIVO 44€","10080",0,3,0,63,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10135",2,19,23,61,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10128",0,2,0,69,"0"
44,"ABBONAMENTI MUSEI TORINO","10060",1,2,3,55,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10060",0,2,0,20,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10133",0,2,0,41,"0"
44,"ABBONAMENTI MUSEI TORINO","12030",3,15,28,63,"0"
44,"ABBONAMENTI MUSEI TORINO","12030",4,2,34,48,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10133",1,7,3,50,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","11020",0,4,0,73,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10127",0,9,0,42,"0"
44,"ABBONAMENTI MUSEI TORINO","10098",3,2,7,62,"0"
44,"ABBONAMENTI MUSEI TORINO","10086",4,12,41,62,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10154",3,7,35,63,"0"
44,"ABBONAMENTI MUSEI TORINO","10152",2,3,2,38,"0"
44,"ABBONAMENTI MUSEI TORINO","10152",5,6,35,41,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10070",0,2,0,68,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10128",0,6,0,30,"1"
44,"ABBONAMENTI MUSEI TORINO","10128",8,14,83,65,"0"
44,"ABBONAMENTI MUSEI TORINO","10050",1,2,4,52,"0"
49,"ABBONAMENTI MUSEI TORINO","10098",0,7,0,58,"0"
44,"ABBONAMENTI MUSEI TORINO","10131",1,7,6,55,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10100",0,24,0,42,"0"
44,"ABBONAMENTI MUSEI TORINO","10122",0,16,0,49,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10023",1,5,8,67,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","12031",0,1,0,23,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10023",3,0,4,60,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","10064",1,2,5,22,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10060",8,5,67,66,"0"
44,"ABBONAMENTI MUSEI TORINO","10092",0,1,0,46,"0"
44,"ABBONAMENTI MUSEI TORINO","10146",2,9,14,33,"0"
44,"ABBONAMENTI MUSEI TORINO","10147",5,9,46,55,"0"
49,"ABBONAMENTI MUSEI TORINO","10080",0,8,0,56,"0"
44,"ABBONAMENTI MUSEI TORINO","10077",1,7,10,43,"0"
44,"ABBONAMENTI MUSEI TORINO","10036",2,5,22,32,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10134",1,1,2,61,"1"
49,"ABBONAMENTI MUSEI TORINO","13900",0,13,0,43,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10073",0,4,0,67,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10024",7,4,48,66,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10024",3,2,3,72,"0"
49,"ABBONAMENTI MUSEI TORINO","10152",1,3,0,46,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10154",0,17,0,56,"0"
44,"ABBONAMENTI MUSEI TORINO","10124",4,0,0,56,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10154",1,4,6,47,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10054",0,6,0,70,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10143",8,1,53,68,"0"
44,"ABBONAMENTI MUSEI TORINO","10136",5,7,56,47,"0"
49,"ABBONAMENTI MUSEI TORINO","10141",0,13,0,56,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10141",0,9,0,22,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10141",0,10,0,26,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10136",2,4,29,79,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10024",6,6,27,62,"0"
49,"ABBONAMENTI MUSEI TORINO","10078",0,5,0,57,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10155",0,4,0,54,"0"
44,"ABBONAMENTI MUSEI TORINO","10060",1,13,10,56,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","12100",2,4,8,73,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10146",1,1,7,66,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",2,8,23,73,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10127",6,8,37,74,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10095",2,32,60,62,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","15068",0,1,0,17,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10126",1,16,9,66,"0"
44,"ABBONAMENTI MUSEI TORINO","10156",5,2,27,46,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","85026",0,10,0,20,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",3,7,25,23,"0"
44,"ABBONAMENTI MUSEI TORINO","10137",3,9,35,29,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10127",1,0,9,54,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10100",3,7,17,26,"0"
44,"ABBONAMENTI MUSEI TORINO","10025",0,2,0,51,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10025",1,2,2,12,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10145",1,7,8,78,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10156",3,13,30,81,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10143",2,11,14,72,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10147",3,14,26,77,"0"
44,"ABBONAMENTI MUSEI TORINO","10088",5,6,29,33,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10080",4,13,82,66,"0"
44,"ABBONAMENTI MUSEI TORINO","10099",6,11,50,37,"0"
49,"ABBONAMENTI MUSEI TORINO","10137",0,2,0,28,"1"
49,"ABBONAMENTI MUSEI TORINO","10154",0,12,0,36,"1"
49,"ABBONAMENTI MUSEI TORINO","10093",0,7,0,44,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10137",0,2,0,24,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10121",2,3,14,54,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10070",0,9,0,52,"0"
28,"OFFERTA CONVENZIONE 28€","10145",0,3,0,57,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10147",6,12,26,69,"0"
49,"ABBONAMENTI MUSEI TORINO","10127",4,20,34,42,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10129",6,4,28,83,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10139",0,6,0,36,"0"
44,"ABBONAMENTI MUSEI TORINO","10144",6,11,45,49,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","12100",0,2,0,21,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","12100",7,8,92,65,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10131",6,7,54,44,"0"
44,"ABBONAMENTI MUSEI TORINO","10126",8,19,101,41,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","12100",0,1,0,52,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10128",8,9,70,74,"0"
49,"ABBONAMENTI MUSEI TORINO","10040",0,0,0,65,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10131",8,0,57,78,"0"
30,"OFFERTA SU QUANTITATIVO 30€","12045",1,4,6,54,"1"
44,"ABBONAMENTI MUSEI TORINO","10078",0,0,0,46,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","12040",0,2,0,20,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10122",0,2,0,69,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","12100",1,0,3,71,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",5,6,23,69,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10036",7,0,27,47,"0"
44,"ABBONAMENTI MUSEI TORINO","10024",4,9,29,54,"0"
44,"ABBONAMENTI MUSEI TORINO","10122",5,5,36,51,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10145",8,19,57,70,"0"
44,"ABBONAMENTI MUSEI TORINO","10090",2,9,16,49,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10136",4,2,21,66,"0"
44,"ABBONAMENTI MUSEI TORINO","10136",0,1,0,30,"0"
49,"ABBONAMENTI MUSEI TORINO","10125",0,3,0,47,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10134",6,2,37,74,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10090",0,2,0,50,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","10042",0,0,0,54,"1"
44,"ABBONAMENTI MUSEI TORINO","10125",0,6,0,31,"0"
44,"ABBONAMENTI MUSEI TORINO","10022",1,0,0,46,"1"
49,"ABBONAMENTI MUSEI TORINO","10136",2,3,9,30,"1"
49,"ABBONAMENTI MUSEI TORINO","10071",1,15,12,50,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10129",0,0,0,67,"0"
44,"ABBONAMENTI MUSEI TORINO","24030",1,9,6,29,"1"
44,"ABBONAMENTI MUSEI TORINO","10138",6,16,152,59,"0"
44,"ABBONAMENTI MUSEI TORINO","10124",1,8,16,40,"1"
44,"ABBONAMENTI MUSEI TORINO","10093",8,8,51,59,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",2,0,9,86,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10153",0,13,0,73,"0"
44,"ABBONAMENTI MUSEI TORINO","10124",8,4,58,47,"1"
44,"ABBONAMENTI MUSEI TORINO","10100",0,21,0,40,"0"
49,"ABBONAMENTI MUSEI TORINO","10146",0,4,0,45,"1"
44,"ABBONAMENTI MUSEI TORINO","10052",0,12,0,60,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","10141",2,4,3,24,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10147",3,13,32,41,"0"
49,"ABBONAMENTI MUSEI TORINO","10090",0,2,0,34,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10078",2,4,16,63,"0"
44,"ABBONAMENTI MUSEI TORINO","10090",2,5,9,58,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10129",7,13,103,54,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10137",0,0,0,22,"1"
44,"ABBONAMENTI MUSEI TORINO","30020",3,8,31,54,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","13046",0,8,0,23,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10093",1,17,21,63,"0"
44,"ABBONAMENTI MUSEI TORINO","10093",5,6,44,36,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","10139",0,1,0,29,"1"
44,"ABBONAMENTI MUSEI TORINO","10144",8,3,102,54,"0"
49,"ABBONAMENTI MUSEI TORINO","10121",0,1,0,43,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10126",2,4,9,83,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10127",3,12,27,42,"0"
44,"ABBONAMENTI MUSEI TORINO","10124",2,0,5,32,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10125",0,8,0,21,"1"
44,"ABBONAMENTI MUSEI TORINO","10152",2,4,31,52,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10057",0,0,0,23,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10141",0,2,0,38,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10025",0,1,0,55,"1"
44,"ABBONAMENTI MUSEI TORINO","10023",3,8,8,32,"0"
44,"ABBONAMENTI MUSEI TORINO","50133",5,4,32,64,"1"
44,"ABBONAMENTI MUSEI TORINO","10125",5,4,23,60,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10153",8,7,93,73,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10138",4,8,27,74,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10138",4,9,26,69,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10129",8,9,74,44,"0"
44,"ABBONAMENTI MUSEI TORINO","10155",4,0,53,39,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10141",0,3,0,25,"1"
44,"ABBONAMENTI MUSEI TORINO","10066",3,8,30,65,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10153",0,2,0,22,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10126",1,8,1,24,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10143",3,5,7,80,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","12100",6,12,25,80,"0"
44,"ABBONAMENTI MUSEI TORINO","10093",2,13,5,63,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10134",1,10,5,32,"0"
28,"OFFERTA CONVENZIONE 28€","10093",2,1,4,17,"1"
44,"ABBONAMENTI MUSEI TORINO","10143",1,1,3,37,"0"
44,"ABBONAMENTI MUSEI TORINO","10040",4,16,64,61,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","18039",7,18,93,71,"0"
44,"ABBONAMENTI MUSEI TORINO","10123",5,3,36,54,"0"
44,"ABBONAMENTI MUSEI TORINO","10122",5,3,25,58,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10129",1,4,16,63,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10152",7,7,28,64,"0"
49,"ABBONAMENTI MUSEI TORINO","10020",4,12,31,64,"0"
44,"ABBONAMENTI MUSEI TORINO","10144",1,8,5,32,"1"
49,"ABBONAMENTI MUSEI TORINO","10147",1,11,25,57,"1"
44,"ABBONAMENTI MUSEI TORINO","10136",0,1,0,59,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10121",3,9,10,31,"0"
49,"ABBONAMENTI MUSEI TORINO","10040",0,5,0,61,"0"
44,"ABBONAMENTI MUSEI TORINO","10098",1,13,14,44,"0"
49,"ABBONAMENTI MUSEI TORINO","10129",4,9,14,56,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10141",1,5,5,72,"0"
44,"ABBONAMENTI MUSEI TORINO","10151",7,4,44,46,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10138",7,1,11,74,"0"
49,"ABBONAMENTI MUSEI TORINO","10126",0,3,0,36,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10122",0,6,0,63,"0"
44,"ABBONAMENTI MUSEI TORINO","10128",8,6,54,57,"0"
44,"ABBONAMENTI MUSEI TORINO","21029",2,8,22,46,"0"
44,"ABBONAMENTI MUSEI TORINO","10126",3,9,19,55,"0"
44,"ABBONAMENTI MUSEI TORINO","10024",7,20,40,31,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10129",0,2,0,48,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10129",5,16,63,72,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10147",0,0,0,72,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10090",6,0,72,60,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10123",1,2,9,69,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10152",8,10,87,75,"0"
44,"ABBONAMENTI MUSEI TORINO","10090",2,0,13,41,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10141",6,11,113,66,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10141",3,0,15,26,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10146",6,7,66,68,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10124",0,1,0,14,"0"
44,"ABBONAMENTI MUSEI TORINO","10143",5,7,53,58,"0"
44,"ABBONAMENTI MUSEI TORINO","10122",3,5,20,39,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10090",1,5,11,49,"0"
44,"ABBONAMENTI MUSEI TORINO","10124",3,2,15,45,"0"
49,"ABBONAMENTI MUSEI TORINO","10126",7,2,42,63,"0"
44,"ABBONAMENTI MUSEI TORINO","10146",7,0,45,65,"0"
44,"ABBONAMENTI MUSEI TORINO","10060",8,2,81,59,"0"
44,"ABBONAMENTI MUSEI TORINO","10122",2,7,17,43,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10139",0,3,0,57,"1"
44,"ABBONAMENTI MUSEI TORINO","10135",6,50,169,48,"0"
44,"ABBONAMENTI MUSEI TORINO","10141",6,7,26,55,"0"
44,"ABBONAMENTI MUSEI TORINO","10141",2,7,15,51,"0"
49,"ABBONAMENTI MUSEI TORINO","10078",0,3,0,61,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",3,6,21,68,"0"
44,"ABBONAMENTI MUSEI TORINO","10040",1,0,2,58,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10023",0,3,0,68,"0"
44,"ABBONAMENTI MUSEI TORINO","10023",0,9,0,64,"0"
44,"ABBONAMENTI MUSEI TORINO","10012",3,11,26,50,"0"
44,"ABBONAMENTI MUSEI TORINO","10141",1,21,23,54,"0"
44,"ABBONAMENTI MUSEI TORINO","10041",8,10,113,64,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10135",7,2,99,56,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10137",2,1,9,59,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10024",5,6,39,60,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10143",8,12,144,72,"0"
49,"ABBONAMENTI MUSEI TORINO","10136",2,8,18,56,"0"
44,"ABBONAMENTI MUSEI TORINO","10144",1,10,3,49,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10044",0,2,0,22,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10098",5,18,67,58,"0"
44,"ABBONAMENTI MUSEI TORINO","10129",5,15,18,62,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10100",2,16,12,60,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10098",2,4,21,68,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",2,2,12,68,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10153",8,1,67,62,"0"
49,"ABBONAMENTI MUSEI TORINO","10040",0,15,0,56,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10145",0,8,0,29,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10123",1,20,11,72,"0"
44,"ABBONAMENTI MUSEI TORINO","10125",0,14,0,31,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10142",2,9,19,74,"0"
44,"ABBONAMENTI MUSEI TORINO","10149",2,5,14,62,"0"
49,"ABBONAMENTI MUSEI TORINO","10142",0,6,0,33,"0"
44,"ABBONAMENTI MUSEI TORINO","10100",1,13,23,33,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10123",0,1,0,30,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10024",2,1,15,67,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10048",0,6,0,56,"0"
44,"ABBONAMENTI MUSEI TORINO","17020",1,18,17,47,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10028",0,0,0,19,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10147",1,5,8,50,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10131",3,10,19,67,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10071",0,17,0,70,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10071",1,3,7,65,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","10088",0,2,0,23,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10078",4,4,37,68,"0"
44,"ABBONAMENTI MUSEI TORINO","10042",0,7,0,51,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10071",0,4,0,22,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10121",0,4,0,73,"1"
44,"ABBONAMENTI MUSEI TORINO","10071",0,18,0,55,"0"
44,"ABBONAMENTI MUSEI TORINO","10155",3,2,40,60,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10064",1,3,8,70,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10036",4,1,14,34,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10024",8,2,60,41,"0"
44,"ABBONAMENTI MUSEI TORINO","10036",1,9,12,35,"1"
44,"ABBONAMENTI MUSEI TORINO","10121",3,2,17,39,"1"
0,"ABBONAMENTO MUSEI OMAGGIO","10100",0,1,0,55,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",1,5,5,67,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10040",0,2,0,35,"1"
44,"ABBONAMENTI MUSEI TORINO","10137",3,9,23,62,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10149",2,8,16,43,"1"
49,"ABBONAMENTI MUSEI TORINO","10137",1,11,6,43,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10078",1,3,5,69,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","10152",0,2,0,25,"1"
49,"ABBONAMENTI MUSEI TORINO","10141",0,26,0,48,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10141",0,28,0,13,"1"
