"importo","riduzione","cap","nabb0512","nvisit13","nvisite0512","eta13","churn"
28,"ABBONAMENTO MUSEI RIDOTTO","10048",0,12,0,34,"0"
28,"OFFERTA CONVENZIONE 28€","10147",0,1,0,15,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10023",0,0,0,29,"1"
49,"ABBONAMENTI MUSEI TORINO","10141",3,1,9,39,"0"
44,"ABBONAMENTI MUSEI TORINO","10142",0,0,0,42,"1"
49,"ABBONAMENTI MUSEI TORINO","10032",0,8,0,49,"1"
44,"ABBONAMENTI MUSEI TORINO","10142",3,1,11,57,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",4,3,28,65,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10032",0,7,0,14,"1"
44,"ABBONAMENTI MUSEI TORINO","10032",1,7,5,52,"0"
44,"ABBONAMENTI MUSEI TORINO","10127",7,2,45,34,"0"
44,"ABBONAMENTI MUSEI TORINO","10137",0,6,0,41,"0"
44,"ABBONAMENTI MUSEI TORINO","10092",2,5,4,60,"1"
49,"ABBONAMENTI MUSEI TORINO","10010",0,3,0,63,"0"
44,"ABBONAMENTI MUSEI TORINO","10040",0,14,0,43,"0"
49,"ABBONAMENTI MUSEI TORINO","10121",0,4,0,32,"0"
44,"ABBONAMENTI MUSEI TORINO","10149",2,1,20,48,"1"
44,"ABBONAMENTI MUSEI TORINO","10136",0,10,0,60,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10138",6,22,74,66,"0"
44,"ABBONAMENTI MUSEI TORINO","10127",0,11,0,53,"0"
49,"ABBONAMENTI MUSEI TORINO","10100",0,17,0,56,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10055",2,10,8,56,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10156",3,23,57,61,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",3,12,31,25,"0"
0,"ABBONAMENTO MUSEI BUONO","10143",0,1,0,34,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10126",0,10,0,17,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10126",1,6,0,20,"0"
44,"ABBONAMENTI MUSEI TORINO","10126",0,9,0,50,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10099",5,3,25,78,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","12042",1,4,3,67,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10124",1,2,4,29,"1"
44,"OFFERTA SU QUANTITATIVO 44€","10149",0,1,0,57,"1"
44,"ABBONAMENTI MUSEI TORINO","10094",4,2,31,34,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","12060",6,1,24,72,"0"
49,"ABBONAMENTI MUSEI TORINO","14100",0,3,0,44,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","12042",0,19,0,66,"1"
44,"OFFERTA SU QUANTITATIVO 44€","10020",5,10,38,53,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10024",0,1,0,78,"1"
44,"OFFERTA SU QUANTITATIVO 44€","10132",2,1,3,54,"1"
0,"ABBONAMENTO MUSEI OMAGGIO","10151",7,0,61,39,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10139",0,29,0,61,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",2,0,7,69,"1"
44,"ABBONAMENTI MUSEI TORINO","10136",2,7,10,55,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10149",2,3,4,25,"1"
49,"ABBONAMENTI MUSEI TORINO","10149",2,6,5,30,"1"
44,"ABBONAMENTI MUSEI TORINO","10091",0,1,0,53,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10144",0,3,0,25,"1"
44,"ABBONAMENTI MUSEI TORINO","10024",2,0,18,50,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10024",0,3,0,68,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10024",2,2,8,59,"0"
44,"ABBONAMENTI MUSEI TORINO","14013",6,2,29,64,"1"
30,"OFFERTA SU QUANTITATIVO 30€","14021",1,7,2,48,"1"
44,"ABBONAMENTI MUSEI TORINO","10129",3,0,11,49,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10023",0,1,0,52,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","10144",0,2,0,24,"1"
44,"ABBONAMENTI MUSEI TORINO","12100",2,8,14,64,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","12100",4,3,29,70,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",0,5,0,18,"1"
44,"ABBONAMENTI MUSEI TORINO","10137",2,9,15,54,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10136",1,1,9,67,"1"
44,"ABBONAMENTI MUSEI TORINO","10136",1,1,7,44,"1"
49,"ABBONAMENTI MUSEI TORINO","10040",0,12,0,40,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10126",5,4,38,81,"0"
44,"ABBONAMENTI MUSEI TORINO","10127",1,0,0,52,"1"
44,"OFFERTA SU QUANTITATIVO 44€","10152",0,3,0,67,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10144",5,4,20,71,"0"
44,"ABBONAMENTI MUSEI TORINO","10126",2,1,10,51,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10154",0,5,0,29,"1"
44,"ABBONAMENTI MUSEI TORINO","13900",8,3,54,45,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10154",0,20,0,66,"0"
44,"ABBONAMENTI MUSEI TORINO","10143",5,6,27,51,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10073",4,3,28,41,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10138",1,1,2,57,"0"
44,"ABBONAMENTI MUSEI TORINO","10142",8,0,29,64,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10134",0,0,0,27,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10041",2,2,27,70,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10154",3,4,22,73,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10134",0,0,0,65,"1"
44,"ABBONAMENTI MUSEI TORINO","10040",2,0,18,50,"1"
44,"ABBONAMENTI MUSEI TORINO","10137",8,16,68,37,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10036",0,2,0,49,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10024",1,1,1,25,"0"
44,"ABBONAMENTI MUSEI TORINO","10136",8,9,59,63,"0"
44,"ABBONAMENTI MUSEI TORINO","10121",6,18,104,64,"0"
44,"ABBONAMENTI MUSEI TORINO","10100",3,6,15,46,"1"
49,"ABBONAMENTI MUSEI TORINO","10123",1,7,7,40,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","10136",5,10,70,61,"0"
44,"ABBONAMENTI MUSEI TORINO","11020",8,3,115,64,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",8,1,23,69,"0"
44,"ABBONAMENTI MUSEI TORINO","10100",0,16,0,62,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10092",0,3,0,26,"1"
44,"ABBONAMENTI MUSEI TORINO","10040",8,5,41,59,"0"
49,"ABBONAMENTI MUSEI TORINO","10123",0,5,0,63,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10045",4,0,12,65,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10154",0,9,0,69,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10093",5,1,43,66,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10136",2,3,6,65,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10126",1,5,8,74,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10129",0,1,0,23,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","10100",1,4,3,28,"1"
44,"ABBONAMENTI MUSEI TORINO","10138",3,10,18,33,"0"
49,"ABBONAMENTI MUSEI TORINO","10143",2,5,5,47,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","15040",3,1,14,65,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10132",1,1,2,51,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10123",5,1,22,77,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","28066",0,1,0,21,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10128",8,7,96,41,"0"
44,"ABBONAMENTI MUSEI TORINO","10066",5,1,13,47,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10100",2,10,32,81,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10154",5,3,21,67,"0"
44,"ABBONAMENTI MUSEI TORINO","10093",0,19,0,60,"0"
44,"ABBONAMENTI MUSEI TORINO","12062",0,3,0,61,"0"
44,"ABBONAMENTI MUSEI TORINO","10145",8,23,166,45,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","15033",0,4,0,22,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10132",1,0,1,82,"1"
44,"ABBONAMENTI MUSEI TORINO","10138",0,51,0,64,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10148",5,6,38,72,"0"
49,"ABBONAMENTI MUSEI TORINO","10142",0,4,0,41,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","12011",2,3,14,69,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10092",8,8,31,67,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10093",7,2,42,57,"0"
44,"ABBONAMENTI MUSEI TORINO","10090",4,3,30,60,"0"
44,"ABBONAMENTI MUSEI TORINO","10141",1,5,10,63,"0"
49,"ABBONAMENTI MUSEI TORINO","10072",1,4,4,52,"0"
44,"ABBONAMENTI MUSEI TORINO","10099",4,5,15,49,"1"
49,"ABBONAMENTI MUSEI TORINO","10138",7,5,42,44,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","14010",7,5,34,68,"0"
0,"ABBONAMENTO MUSEI OMAGGIO","10151",0,0,0,32,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10136",0,7,0,74,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","10071",0,3,0,23,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10071",3,7,20,56,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10090",0,4,0,26,"1"
44,"OFFERTA SU QUANTITATIVO 44€","10093",0,2,0,46,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10129",0,4,0,83,"0"
44,"ABBONAMENTI MUSEI TORINO","10025",3,6,32,52,"0"
44,"ABBONAMENTI MUSEI TORINO","10143",2,2,6,59,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10123",8,12,65,80,"0"
44,"ABBONAMENTI MUSEI TORINO","10098",8,9,83,50,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10040",0,6,0,24,"1"
44,"ABBONAMENTI MUSEI TORINO","10151",4,26,69,59,"0"
44,"ABBONAMENTI MUSEI TORINO","10093",3,7,23,65,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10048",0,0,0,29,"1"
44,"ABBONAMENTI MUSEI TORINO","10141",4,12,38,62,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10126",0,2,0,53,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10122",1,9,5,49,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10146",6,7,39,86,"1"
44,"ABBONAMENTI MUSEI TORINO","10146",8,17,48,28,"0"
44,"ABBONAMENTI MUSEI TORINO","10146",8,2,34,57,"0"
49,"ABBONAMENTI MUSEI TORINO","10098",0,1,0,60,"1"
49,"ABBONAMENTI MUSEI TORINO","13041",0,11,0,39,"0"
49,"ABBONAMENTI MUSEI TORINO","47037",0,0,0,35,"1"
44,"ABBONAMENTI MUSEI TORINO","10121",2,3,10,65,"0"
44,"ABBONAMENTI MUSEI TORINO","10133",2,2,15,49,"1"
49,"ABBONAMENTI MUSEI TORINO","10147",0,6,0,51,"1"
49,"ABBONAMENTI MUSEI TORINO","10125",0,5,0,27,"0"
44,"ABBONAMENTI MUSEI TORINO","10026",5,7,43,54,"1"
44,"ABBONAMENTI MUSEI TORINO","10155",0,11,0,35,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10141",1,4,10,71,"0"
49,"ABBONAMENTI MUSEI TORINO","13048",0,11,0,37,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10137",1,4,6,48,"0"
44,"ABBONAMENTI MUSEI TORINO","10150",7,6,31,56,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10098",6,1,61,69,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10143",0,9,0,56,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10093",3,4,8,49,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10141",1,1,5,65,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10023",1,2,4,33,"0"
44,"ABBONAMENTI MUSEI TORINO","10153",2,27,33,56,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10091",0,11,0,45,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10146",1,1,7,75,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10146",3,3,8,70,"0"
44,"ABBONAMENTI MUSEI TORINO","10133",8,7,69,58,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10132",4,20,52,26,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10143",8,33,291,76,"0"
49,"ABBONAMENTI MUSEI TORINO","10134",0,0,0,53,"1"
44,"ABBONAMENTI MUSEI TORINO","10124",3,4,18,54,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10138",1,0,7,74,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10141",5,11,86,60,"0"
49,"ABBONAMENTI MUSEI TORINO","10154",0,17,0,44,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10133",6,8,64,79,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10133",8,7,65,41,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10133",4,7,15,47,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10134",2,0,2,65,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10136",5,3,31,43,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","12040",0,0,0,41,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10077",0,5,0,55,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10024",1,4,3,20,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10040",7,26,159,49,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10121",1,3,5,28,"1"
49,"ABBONAMENTI MUSEI TORINO","10060",0,9,0,62,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10144",0,6,0,69,"1"
44,"ABBONAMENTI MUSEI TORINO","10128",3,4,14,31,"0"
44,"ABBONAMENTI MUSEI TORINO","10152",8,8,108,39,"0"
49,"ABBONAMENTI MUSEI TORINO","10141",2,4,10,47,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10024",0,15,0,40,"0"
44,"ABBONAMENTI MUSEI TORINO","10154",8,24,234,65,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10023",8,28,110,57,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10098",2,0,4,22,"0"
44,"ABBONAMENTI MUSEI TORINO","10098",1,1,2,50,"0"
49,"ABBONAMENTI MUSEI TORINO","10024",1,9,4,59,"0"
49,"ABBONAMENTI MUSEI TORINO","10126",0,7,0,37,"1"
44,"ABBONAMENTI MUSEI TORINO","10149",5,1,31,50,"0"
44,"ABBONAMENTI MUSEI TORINO","10093",3,20,47,51,"0"
44,"ABBONAMENTI MUSEI TORINO","10024",4,0,8,62,"1"
44,"ABBONAMENTI MUSEI TORINO","10042",2,1,11,63,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10124",0,12,0,36,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10154",1,10,8,40,"0"
28,"OFFERTA CONVENZIONE 28€","10126",1,0,0,53,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10123",0,10,0,23,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10129",0,1,0,73,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10126",0,14,0,24,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10122",0,6,0,29,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10091",7,5,42,22,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10091",7,4,62,56,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10091",7,5,32,25,"0"
44,"ABBONAMENTI MUSEI TORINO","10124",5,1,47,37,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10143",5,11,39,76,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10141",2,0,3,77,"1"
44,"ABBONAMENTI MUSEI TORINO","10042",4,1,1,37,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10134",0,4,0,21,"0"
49,"ABBONAMENTI MUSEI TORINO","10153",0,0,0,39,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10123",4,3,8,73,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","10144",1,4,3,22,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10025",0,4,0,66,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10138",7,18,109,67,"0"
44,"ABBONAMENTI MUSEI TORINO","10023",6,5,16,58,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",5,2,48,68,"0"
49,"ABBONAMENTI MUSEI TORINO","10023",2,8,4,58,"1"
49,"ABBONAMENTI MUSEI TORINO","10023",0,6,0,62,"1"
49,"ABBONAMENTI MUSEI TORINO","10090",2,1,14,48,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10137",0,5,0,33,"0"
44,"ABBONAMENTI MUSEI TORINO","10024",6,5,26,45,"0"
44,"ABBONAMENTI MUSEI TORINO","10048",2,2,11,61,"0"
49,"ABBONAMENTI MUSEI TORINO","10153",1,10,14,48,"0"
44,"ABBONAMENTI MUSEI TORINO","10092",8,8,36,58,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10153",1,4,15,79,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10138",2,1,4,81,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10042",1,4,25,54,"1"
44,"ABBONAMENTI MUSEI TORINO","10012",1,8,9,63,"0"
44,"ABBONAMENTI MUSEI TORINO","10125",7,3,29,61,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10042",2,1,12,27,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10121",3,4,21,69,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10072",5,5,37,26,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10098",0,0,0,21,"1"
49,"ABBONAMENTI MUSEI TORINO","10098",0,1,0,53,"1"
44,"ABBONAMENTI MUSEI TORINO","10095",1,1,6,61,"1"
44,"ABBONAMENTI MUSEI TORINO","10015",3,6,44,64,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10072",0,14,0,11,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10139",1,2,3,34,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10141",4,2,21,79,"1"
44,"ABBONAMENTI MUSEI TORINO","10122",3,5,50,62,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","14040",0,6,0,55,"0"
49,"ABBONAMENTI MUSEI TORINO","10126",0,9,0,55,"0"
44,"ABBONAMENTI MUSEI TORINO","10124",0,11,0,51,"0"
49,"ABBONAMENTI MUSEI TORINO","10098",1,8,2,54,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10072",0,15,0,43,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10134",8,6,55,62,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10148",2,1,9,39,"1"
44,"ABBONAMENTI MUSEI TORINO","10153",3,3,16,55,"0"
49,"ABBONAMENTI MUSEI TORINO","10100",0,2,0,56,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10153",1,4,11,26,"1"
44,"ABBONAMENTI MUSEI TORINO","10036",8,10,84,62,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10078",0,3,0,22,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","12051",2,2,1,31,"1"
49,"ABBONAMENTI MUSEI TORINO","10143",0,6,0,31,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10181",1,2,7,78,"1"
49,"ABBONAMENTI MUSEI TORINO","10133",1,4,9,62,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10126",0,19,0,58,"0"
44,"ABBONAMENTI MUSEI TORINO","10142",3,28,48,63,"0"
44,"ABBONAMENTI MUSEI TORINO","10020",3,15,41,53,"0"
44,"ABBONAMENTI MUSEI TORINO","10090",0,6,0,53,"1"
44,"ABBONAMENTI MUSEI TORINO","10100",3,2,15,53,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10024",1,0,0,71,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10093",5,1,22,76,"1"
49,"ABBONAMENTI MUSEI TORINO","12022",0,12,0,43,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10099",3,5,14,73,"1"
44,"OFFERTA SU QUANTITATIVO 44€","10136",0,16,0,39,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10060",2,2,15,37,"0"
49,"ABBONAMENTI MUSEI TORINO","12038",0,0,0,59,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10090",0,8,0,43,"0"
0,"ABBONAMENTO MUSEI OMAGGIO","12045",0,5,0,35,"0"
44,"ABBONAMENTI MUSEI TORINO","12084",0,0,0,63,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",8,11,112,67,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10122",8,9,53,73,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10077",0,0,0,66,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","10134",3,15,74,50,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","13048",2,0,3,78,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","12062",1,2,1,23,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","12062",0,0,0,28,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","12060",0,3,0,26,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10146",1,4,0,22,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10127",1,4,0,19,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10020",7,10,60,69,"0"
49,"ABBONAMENTI MUSEI TORINO","10093",0,10,0,54,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10128",6,21,56,67,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10025",4,4,53,63,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10078",0,2,0,65,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10041",8,8,64,70,"1"
49,"ABBONAMENTI MUSEI TORINO","10098",0,1,0,58,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10143",5,7,46,63,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10044",1,4,11,29,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10023",8,9,23,66,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10139",6,9,63,70,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10136",7,6,29,77,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10141",7,9,31,56,"0"
49,"ABBONAMENTI MUSEI TORINO","10100",2,10,6,64,"0"
44,"ABBONAMENTI MUSEI TORINO","10139",0,2,0,53,"1"
44,"ABBONAMENTI MUSEI TORINO","10067",7,8,32,42,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","12038",0,2,0,25,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10131",2,11,19,72,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","12040",1,1,2,23,"1"
49,"ABBONAMENTI MUSEI TORINO","10141",2,9,7,44,"0"
44,"ABBONAMENTI MUSEI TORINO","10098",2,3,8,49,"0"
44,"ABBONAMENTI MUSEI TORINO","10042",2,9,18,51,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10092",0,2,0,69,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10024",1,0,28,62,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10093",3,13,16,68,"0"
44,"ABBONAMENTI MUSEI TORINO","10042",2,10,18,53,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10024",1,2,12,76,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10092",0,0,0,67,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","13011",3,6,24,37,"0"
44,"ABBONAMENTI MUSEI TORINO","10040",4,7,19,49,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10022",2,6,18,82,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10124",0,6,0,51,"0"
44,"ABBONAMENTI MUSEI TORINO","10122",1,0,3,51,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10040",3,2,15,81,"1"
44,"ABBONAMENTI MUSEI TORINO","10141",2,1,13,45,"1"
44,"OFFERTA SU QUANTITATIVO 44€","10076",0,7,0,36,"0"
44,"ABBONAMENTI MUSEI TORINO","10070",0,8,0,46,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10123",4,2,19,73,"0"
49,"ABBONAMENTI MUSEI TORINO","10137",2,5,4,63,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","13900",1,4,3,25,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10071",0,14,0,24,"0"
49,"ABBONAMENTI MUSEI TORINO","10147",2,5,18,49,"1"
0,"ABBONAMENTO MUSEI OMAGGIO","10122",0,9,0,63,"0"
44,"ABBONAMENTI MUSEI TORINO","10138",0,7,0,37,"1"
44,"ABBONAMENTI MUSEI TORINO","10151",2,15,29,54,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10151",1,6,4,79,"1"
44,"ABBONAMENTI MUSEI TORINO","10071",3,8,32,52,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10100",1,0,5,40,"1"
44,"ABBONAMENTI MUSEI TORINO","10093",4,4,7,53,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10146",2,6,1,46,"0"
0,"ABBONAMENTO MUSEI OMAGGIO","10129",7,3,39,59,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10121",1,9,4,94,"0"
44,"ABBONAMENTI MUSEI TORINO","10042",0,24,0,53,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10137",4,11,27,54,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10146",8,3,33,70,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10142",0,7,0,61,"0"
44,"ABBONAMENTI MUSEI TORINO","10095",2,8,22,64,"0"
44,"ABBONAMENTI MUSEI TORINO","10142",4,14,61,64,"0"
28,"OFFERTA CONVENZIONE 28€","10132",0,0,0,15,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10146",1,9,9,82,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10072",1,5,5,51,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10143",5,6,20,82,"0"
44,"ABBONAMENTI MUSEI TORINO","10059",5,0,23,56,"0"
44,"ABBONAMENTI MUSEI TORINO","10078",1,0,8,28,"1"
44,"ABBONAMENTI MUSEI TORINO","10092",1,19,30,62,"0"
30,"OFFERTA SU QUANTITATIVO 30€","20011",3,7,16,63,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10138",5,1,46,84,"1"
49,"ABBONAMENTI MUSEI TORINO","10138",0,5,0,56,"1"
44,"ABBONAMENTI MUSEI TORINO","10136",6,14,138,39,"0"
44,"ABBONAMENTI MUSEI TORINO","10143",7,15,107,62,"0"
